nam1	gbrbin	tsibin	count	mb	mb_scaled	nam2	mb_scaled_na	gbr_binmean	tsi_binmean
ukb_neale1	(0.25,0.265]	(0.112,0.129]	452	3.036929986504425e-4	0.06822487387420038	beta~UKB	0.06822487387420038	0.26	0.12
ukb_neale1	(0.25,0.265]	(0.129,0.143]	644	4.5140882251552795e-4	0.0994365237873729	beta~UKB	0.0994365237873729	0.26	0.14
ukb_neale1	(0.25,0.265]	(0.143,0.157]	1067	-6.739490362136833e-4	-0.13834623092801887	beta~UKB	-0.13834623092801887	0.26	0.15
ukb_neale1	(0.25,0.265]	(0.157,0.169]	2118	-5.547918998097262e-4	-0.11316889563120433	beta~UKB	-0.11316889563120433	0.26	0.16
ukb_neale1	(0.25,0.265]	(0.169,0.185]	3025	7.727127422743801e-5	0.020383042102120167	beta~UKB	0.020383042102120167	0.26	0.18
ukb_neale1	(0.25,0.265]	(0.185,0.202]	4277	-8.198260309410801e-5	-0.01326654354291704	beta~UKB	-0.01326654354291704	0.26	0.19
ukb_neale1	(0.25,0.265]	(0.202,0.219]	5613	3.2023463663103505e-5	0.01082239527553895	beta~UKB	0.01082239527553895	0.26	0.21
ukb_neale1	(0.25,0.265]	(0.219,0.23]	6996	4.7910507300600345e-5	0.01417925191550012	beta~UKB	0.01417925191550012	0.26	0.22
ukb_neale1	(0.25,0.265]	(0.23,0.25]	10657	-2.934100472952989e-4	-0.05794015533193913	beta~UKB	-0.05794015533193913	0.26	0.24
ukb_neale1	(0.25,0.265]	(0.25,0.265]	7897	6.132467679118653e-5	0.017013602028176818	beta~UKB	0.017013602028176818	0.26	0.26
ukb_neale1	(0.25,0.265]	(0.265,0.281]	7097	-2.594078978878399e-5	-0.001425175356237719	beta~UKB	-0.001425175356237719	0.26	0.27
ukb_neale1	(0.25,0.265]	(0.281,0.298]	6223	6.810315442937491e-5	0.01844586206269172	beta~UKB	0.01844586206269172	0.26	0.29
ukb_neale1	(0.25,0.265]	(0.298,0.316]	7492	-1.9200936327754938e-4	-0.03651467383844093	beta~UKB	-0.03651467383844093	0.26	0.31
ukb_neale1	(0.25,0.265]	(0.316,0.337]	5481	-2.4149571505643495e-4	-0.04697090423264283	beta~UKB	-0.04697090423264283	0.26	0.33
ukb_neale1	(0.25,0.265]	(0.337,0.352]	2819	-3.1475064154310036e-4	-0.06244932123693924	beta~UKB	-0.06244932123693924	0.26	0.34
ukb_neale1	(0.25,0.265]	(0.352,0.371]	2192	-2.099423616350365e-4	-0.0403038309644818	beta~UKB	-0.0403038309644818	0.26	0.36
ukb_neale1	(0.25,0.265]	(0.371,0.388]	1334	5.20444423856072e-4	0.11402341748776881	beta~UKB	0.11402341748776881	0.26	0.38
ukb_neale1	(0.25,0.265]	(0.388,0.408]	1035	-1.3464247346859901e-5	0.0012110586276030324	beta~UKB	0.0012110586276030324	0.26	0.4
ukb_neale1	(0.25,0.265]	(0.408,0.427]	345	7.615887692753624e-4	0.16497606894264816	beta~UKB	0.16497606894264816	0.26	0.42
ukb_neale1	(0.25,0.265]	(0.427,0.444]	212	0.001970086424528302	0.42032586661290344	beta~UKB	NA	0.26	0.44
ukb_neale1	(0.25,0.265]	(0.444,0.464]	121	7.442968743801653e-4	0.1613223739241835	beta~UKB	NA	0.26	0.45
ukb_neale1	(0.25,0.265]	(0.464,0.483]	36	3.0783183333333333e-4	0.0690993899266503	beta~UKB	NA	0.26	0.47
ukb_neale1	(0.25,0.265]	(0.483,0.5]	17	6.528347117647058e-4	0.14199685465914744	beta~UKB	NA	0.26	0.49
ukb_neale1	(0.265,0.281]	(0.0618,0.0765]	2	-0.00240855	-0.5048591515085393	beta~UKB	NA	0.27	0.07
ukb_neale1	(0.265,0.281]	(0.0765,0.0899]	4	-0.0026546399999999998	-0.5568567962168536	beta~UKB	NA	0.27	0.08
ukb_neale1	(0.265,0.281]	(0.0899,0.101]	12	1.716836666666666e-4	0.04033193087499572	beta~UKB	NA	0.27	0.1
ukb_neale1	(0.265,0.281]	(0.101,0.112]	55	0.0012499493727272729	0.2681643380630121	beta~UKB	NA	0.27	0.11
ukb_neale1	(0.265,0.281]	(0.112,0.129]	140	4.7102271428571416e-5	0.01400847552590983	beta~UKB	NA	0.27	0.12
ukb_neale1	(0.265,0.281]	(0.129,0.143]	347	-7.72190895648415e-4	-0.15910426783472506	beta~UKB	-0.15910426783472506	0.27	0.14
ukb_neale1	(0.265,0.281]	(0.143,0.157]	566	-6.45410392279152e-4	-0.13231615141335007	beta~UKB	-0.13231615141335007	0.27	0.15
ukb_neale1	(0.265,0.281]	(0.157,0.169]	1376	2.2010976943313953e-4	0.050564135703551796	beta~UKB	0.050564135703551796	0.27	0.16
ukb_neale1	(0.265,0.281]	(0.169,0.185]	2056	-3.195269079280156e-5	-0.0026954613996708655	beta~UKB	-0.0026954613996708655	0.27	0.18
ukb_neale1	(0.265,0.281]	(0.185,0.202]	3026	-2.7510415809980166e-5	-0.0017568298573352205	beta~UKB	-0.0017568298573352205	0.27	0.19
ukb_neale1	(0.265,0.281]	(0.202,0.219]	4126	3.265232420250121e-4	0.07304879554348889	beta~UKB	0.07304879554348889	0.27	0.21
ukb_neale1	(0.265,0.281]	(0.219,0.23]	6075	1.5785771627687244e-4	0.037410573419904884	beta~UKB	0.037410573419904884	0.27	0.22
ukb_neale1	(0.265,0.281]	(0.23,0.25]	8946	-1.9994680552794545e-4	-0.038191817574589726	beta~UKB	-0.038191817574589726	0.27	0.24
ukb_neale1	(0.265,0.281]	(0.25,0.265]	7363	-1.0796458124595952e-4	-0.018756411756819098	beta~UKB	-0.018756411756819098	0.27	0.26
ukb_neale1	(0.265,0.281]	(0.265,0.281]	7593	-4.43649316324246e-5	-0.005318108761257057	beta~UKB	-0.005318108761257057	0.27	0.27
ukb_neale1	(0.265,0.281]	(0.281,0.298]	7025	1.2518802810875445e-4	0.030507623937612985	beta~UKB	0.030507623937612985	0.27	0.29
ukb_neale1	(0.265,0.281]	(0.298,0.316]	8118	-5.162012873281594e-5	-0.006851097347200984	beta~UKB	-0.006851097347200984	0.27	0.31
ukb_neale1	(0.265,0.281]	(0.316,0.337]	6780	-2.9943051810176996e-5	-0.0022708342559003337	beta~UKB	-0.0022708342559003337	0.27	0.33
ukb_neale1	(0.265,0.281]	(0.337,0.352]	3743	-4.752868426663105e-5	-0.005986594621789627	beta~UKB	-0.005986594621789627	0.27	0.34
ukb_neale1	(0.265,0.281]	(0.352,0.371]	2540	7.066217333976378e-5	0.018986570568133868	beta~UKB	0.018986570568133868	0.27	0.36
ukb_neale1	(0.265,0.281]	(0.371,0.388]	1993	-1.4842932346964376e-4	-0.0273064190279827	beta~UKB	-0.0273064190279827	0.27	0.38
ukb_neale1	(0.265,0.281]	(0.388,0.408]	1774	2.1450018690078918e-4	0.04937885763666927	beta~UKB	0.04937885763666927	0.27	0.4
ukb_neale1	(0.265,0.281]	(0.408,0.427]	690	-2.264004187826087e-4	-0.04378134003900165	beta~UKB	-0.04378134003900165	0.27	0.42
ukb_neale1	(0.265,0.281]	(0.427,0.444]	399	6.594339704260652e-4	0.14339124657759852	beta~UKB	0.14339124657759852	0.27	0.44
ukb_neale1	(0.265,0.281]	(0.444,0.464]	173	7.313930289017341e-4	0.15859585284425967	beta~UKB	NA	0.27	0.45
ukb_neale1	(0.265,0.281]	(0.464,0.483]	71	-0.0011183608873239436	-0.23224833803596942	beta~UKB	NA	0.27	0.47
ukb_neale1	(0.265,0.281]	(0.483,0.5]	59	-8.704799745762712e-5	-0.014336837242058685	beta~UKB	NA	0.27	0.49
ukb_neale1	(0.281,0.298]	[0,0.0459]	1	1.8712e-4	0.04359355457472254	beta~UKB	NA	0.29	0.02
ukb_neale1	(0.281,0.298]	(0.0459,0.0618]	2	7.541425e-5	0.01999066172911415	beta~UKB	NA	0.29	0.05
ukb_neale1	(0.281,0.298]	(0.0899,0.101]	8	-0.0018555087500000001	-0.38800416988985525	beta~UKB	NA	0.29	0.1
ukb_neale1	(0.281,0.298]	(0.101,0.112]	72	0.009608079413888889	2.0341974003825265	beta~UKB	NA	0.29	0.11
ukb_neale1	(0.281,0.298]	(0.112,0.129]	77	0.0015535049181818182	0.33230417877894514	beta~UKB	NA	0.29	0.12
ukb_neale1	(0.281,0.298]	(0.129,0.143]	220	-7.572055122727273e-4	-0.15593792771287174	beta~UKB	NA	0.29	0.14
ukb_neale1	(0.281,0.298]	(0.143,0.157]	324	2.222390138888889e-4	0.05101403491403252	beta~UKB	0.05101403491403252	0.29	0.15
ukb_neale1	(0.281,0.298]	(0.157,0.169]	642	-3.7057334439252336e-4	-0.0742443924280567	beta~UKB	-0.0742443924280567	0.29	0.16
ukb_neale1	(0.281,0.298]	(0.169,0.185]	1275	-4.710979956784314e-4	-0.09548477237844812	beta~UKB	-0.09548477237844812	0.29	0.18
ukb_neale1	(0.281,0.298]	(0.185,0.202]	2106	3.0610858910256407e-4	0.06873527662965656	beta~UKB	0.06873527662965656	0.29	0.19
ukb_neale1	(0.281,0.298]	(0.202,0.219]	3101	-1.902474123282812e-4	-0.03614238199621442	beta~UKB	-0.03614238199621442	0.29	0.21
ukb_neale1	(0.281,0.298]	(0.219,0.23]	4081	3.9777530720656705e-4	0.08810401749498686	beta~UKB	0.08810401749498686	0.29	0.22
ukb_neale1	(0.281,0.298]	(0.23,0.25]	7247	-4.628936103767076e-5	-0.005724731527237888	beta~UKB	-0.005724731527237888	0.29	0.24
ukb_neale1	(0.281,0.298]	(0.25,0.265]	6744	-3.639014176127372e-4	-0.072834646082349	beta~UKB	-0.072834646082349	0.29	0.26
ukb_neale1	(0.281,0.298]	(0.265,0.281]	7263	-8.194136365185186e-5	-0.013257829845219431	beta~UKB	-0.013257829845219431	0.29	0.27
ukb_neale1	(0.281,0.298]	(0.281,0.298]	7160	-9.165262439455307e-5	-0.015309772978905388	beta~UKB	-0.015309772978905388	0.29	0.29
ukb_neale1	(0.281,0.298]	(0.298,0.316]	9492	-3.107020153866414e-4	-0.06159386581640064	beta~UKB	-0.06159386581640064	0.29	0.31
ukb_neale1	(0.281,0.298]	(0.316,0.337]	7697	-6.464578948941139e-6	0.0026900552159690584	beta~UKB	0.0026900552159690584	0.29	0.33
ukb_neale1	(0.281,0.298]	(0.337,0.352]	4533	-5.586338580410324e-5	-0.007747677352885241	beta~UKB	-0.007747677352885241	0.29	0.34
ukb_neale1	(0.281,0.298]	(0.352,0.371]	4207	-4.4082056483575e-4	-0.08908729547309518	beta~UKB	-0.08908729547309518	0.29	0.36
ukb_neale1	(0.281,0.298]	(0.371,0.388]	3267	2.130429921402816e-4	0.04907095932536979	beta~UKB	0.04907095932536979	0.29	0.38
ukb_neale1	(0.281,0.298]	(0.388,0.408]	2545	9.795365722593318e-6	0.006125704068044705	beta~UKB	0.006125704068044705	0.29	0.4
ukb_neale1	(0.281,0.298]	(0.408,0.427]	1044	-2.6579895367816094e-4	-0.05210606278079142	beta~UKB	-0.05210606278079142	0.29	0.42
ukb_neale1	(0.281,0.298]	(0.427,0.444]	887	-4.96511892037204e-4	-0.10085460761562713	beta~UKB	-0.10085460761562713	0.29	0.44
ukb_neale1	(0.281,0.298]	(0.444,0.464]	493	-1.1346512421906696e-4	-0.019918650284262124	beta~UKB	-0.019918650284262124	0.29	0.45
ukb_neale1	(0.281,0.298]	(0.464,0.483]	189	1.0044125592592594e-4	0.025278748860851196	beta~UKB	NA	0.29	0.47
ukb_neale1	(0.281,0.298]	(0.483,0.5]	164	7.474094341463415e-4	0.1619800429755672	beta~UKB	NA	0.29	0.49
ukb_neale1	(0.298,0.316]	(0.0459,0.0618]	3	7.582656666666667e-4	0.1642739131915968	beta~UKB	NA	0.31	0.05
ukb_neale1	(0.298,0.316]	(0.0618,0.0765]	1	-0.0060231700000000004	-1.2686111386496937	beta~UKB	NA	0.31	0.07
ukb_neale1	(0.298,0.316]	(0.0899,0.101]	2	5.36548e-4	0.11742602641484938	beta~UKB	NA	0.31	0.1
ukb_neale1	(0.298,0.316]	(0.101,0.112]	3	-0.0018459296666666666	-0.38598015521311907	beta~UKB	NA	0.31	0.11
ukb_neale1	(0.298,0.316]	(0.112,0.129]	19	-0.0013632454210526317	-0.2839912734635996	beta~UKB	NA	0.31	0.12
ukb_neale1	(0.298,0.316]	(0.129,0.143]	50	2.3348836799999998e-4	0.05339096984949341	beta~UKB	NA	0.31	0.14
ukb_neale1	(0.298,0.316]	(0.143,0.157]	103	3.828512378640777e-4	0.0849506327362685	beta~UKB	NA	0.31	0.15
ukb_neale1	(0.298,0.316]	(0.157,0.169]	337	-0.001314247365281899	-0.2736382176898391	beta~UKB	-0.2736382176898391	0.31	0.16
ukb_neale1	(0.298,0.316]	(0.169,0.185]	623	-2.797243556982344e-5	-0.001854452431680176	beta~UKB	-0.001854452431680176	0.31	0.18
ukb_neale1	(0.298,0.316]	(0.185,0.202]	1184	4.221562854729729e-5	0.012975951163453393	beta~UKB	0.012975951163453393	0.31	0.19
ukb_neale1	(0.298,0.316]	(0.202,0.219]	1971	-5.994560880218163e-4	-0.12260622583494094	beta~UKB	-0.12260622583494094	0.31	0.21
ukb_neale1	(0.298,0.316]	(0.219,0.23]	3006	1.113957965176314e-4	0.02759339110405614	beta~UKB	0.02759339110405614	0.31	0.22
ukb_neale1	(0.298,0.316]	(0.23,0.25]	5629	4.641057409948481e-4	0.10211932217811662	beta~UKB	0.10211932217811662	0.31	0.24
ukb_neale1	(0.298,0.316]	(0.25,0.265]	5356	-2.0441961864156087e-4	-0.03913690167848856	beta~UKB	-0.03913690167848856	0.31	0.26
ukb_neale1	(0.298,0.316]	(0.265,0.281]	6938	1.5616831737739982e-4	0.03705361148018611	beta~UKB	0.03705361148018611	0.31	0.27
ukb_neale1	(0.298,0.316]	(0.281,0.298]	7169	1.713628911069884e-4	0.04026415252730478	beta~UKB	0.04026415252730478	0.31	0.29
ukb_neale1	(0.298,0.316]	(0.298,0.316]	9740	-2.96146022462423e-4	-0.05851825385146813	beta~UKB	-0.05851825385146813	0.31	0.31
ukb_neale1	(0.298,0.316]	(0.316,0.337]	9004	2.2027101410151047e-5	0.008710211550866575	beta~UKB	0.008710211550866575	0.31	0.33
ukb_neale1	(0.298,0.316]	(0.337,0.352]	6009	-8.318625811482776e-5	-0.013520870114979147	beta~UKB	-0.013520870114979147	0.31	0.34
ukb_neale1	(0.298,0.316]	(0.352,0.371]	4881	1.1770052218090556e-4	0.02892554960307	beta~UKB	0.02892554960307	0.31	0.36
ukb_neale1	(0.298,0.316]	(0.371,0.388]	4389	-4.3108392704488494e-4	-0.08702999029002012	beta~UKB	-0.08702999029002012	0.31	0.38
ukb_neale1	(0.298,0.316]	(0.388,0.408]	4336	-1.3663495739921588e-4	-0.024814325661775605	beta~UKB	-0.024814325661775605	0.31	0.4
ukb_neale1	(0.298,0.316]	(0.408,0.427]	1723	-4.077727859489263e-4	-0.0821044572230404	beta~UKB	-0.0821044572230404	0.31	0.42
ukb_neale1	(0.298,0.316]	(0.427,0.444]	1064	-2.1458789976033834e-4	-0.04128541104054492	beta~UKB	-0.04128541104054492	0.31	0.44
ukb_neale1	(0.298,0.316]	(0.444,0.464]	1033	-3.095568718199419e-4	-0.061351902435843736	beta~UKB	-0.061351902435843736	0.31	0.45
ukb_neale1	(0.298,0.316]	(0.464,0.483]	478	-7.287180993723851e-5	-0.011341476349687568	beta~UKB	-0.011341476349687568	0.31	0.47
ukb_neale1	(0.298,0.316]	(0.483,0.5]	275	-2.4540605490909093e-4	-0.04779714041593824	beta~UKB	NA	0.31	0.49
ukb_neale1	(0.316,0.337]	(0.0459,0.0618]	1	-2.62179e-4	-0.05134118381286274	beta~UKB	NA	0.33	0.05
ukb_neale1	(0.316,0.337]	(0.101,0.112]	1	-0.00243793	-0.5110670055518985	beta~UKB	NA	0.33	0.11
ukb_neale1	(0.316,0.337]	(0.112,0.129]	27	-0.0032282840740740742	-0.6780650564173232	beta~UKB	NA	0.33	0.12
ukb_neale1	(0.316,0.337]	(0.129,0.143]	29	-7.084090586206896e-4	-0.1456274695064254	beta~UKB	NA	0.33	0.14
ukb_neale1	(0.316,0.337]	(0.143,0.157]	144	-6.173189375e-4	-0.12638056083695112	beta~UKB	NA	0.33	0.15
ukb_neale1	(0.316,0.337]	(0.157,0.169]	192	-7.520314583333333e-5	-0.011834076518816255	beta~UKB	NA	0.33	0.16
ukb_neale1	(0.316,0.337]	(0.169,0.185]	369	4.345777409214091e-5	0.013238410599906696	beta~UKB	0.013238410599906696	0.33	0.18
ukb_neale1	(0.316,0.337]	(0.185,0.202]	610	-8.930886693606558e-4	-0.18464939150295726	beta~UKB	-0.18464939150295726	0.33	0.19
ukb_neale1	(0.316,0.337]	(0.202,0.219]	1150	-1.5264303150434782e-4	-0.028196755462998803	beta~UKB	-0.028196755462998803	0.33	0.21
ukb_neale1	(0.316,0.337]	(0.219,0.23]	1851	2.642422589697461e-4	0.05988912050999602	beta~UKB	0.05988912050999602	0.33	0.22
ukb_neale1	(0.316,0.337]	(0.23,0.25]	3907	2.184274010703865e-4	0.050208659282750694	beta~UKB	0.050208659282750694	0.33	0.24
ukb_neale1	(0.316,0.337]	(0.25,0.265]	4239	3.7428760929464516e-6	0.0048468418413669286	beta~UKB	0.0048468418413669286	0.33	0.26
ukb_neale1	(0.316,0.337]	(0.265,0.281]	5267	-1.4617220499005127e-4	-0.026829500645413642	beta~UKB	-0.026829500645413642	0.33	0.27
ukb_neale1	(0.316,0.337]	(0.281,0.298]	6098	-4.314120113166612e-5	-0.005059540335895744	beta~UKB	-0.005059540335895744	0.33	0.29
ukb_neale1	(0.316,0.337]	(0.298,0.316]	8942	-4.7320495989487804e-5	-0.005942605430569625	beta~UKB	-0.005942605430569625	0.33	0.31
ukb_neale1	(0.316,0.337]	(0.316,0.337]	9038	-1.0599110502013721e-4	-0.018339425631293416	beta~UKB	-0.018339425631293416	0.33	0.33
ukb_neale1	(0.316,0.337]	(0.337,0.352]	6694	5.002087474305345e-6	0.0051129072077798895	beta~UKB	0.0051129072077798895	0.33	0.34
ukb_neale1	(0.316,0.337]	(0.352,0.371]	6037	-1.7208656474871625e-4	-0.03230508141494713	beta~UKB	-0.03230508141494713	0.33	0.36
ukb_neale1	(0.316,0.337]	(0.371,0.388]	5374	9.259186641477484e-5	0.023620210249050616	beta~UKB	0.023620210249050616	0.33	0.38
ukb_neale1	(0.316,0.337]	(0.388,0.408]	5535	1.5995689712274618e-4	0.03785412033283203	beta~UKB	0.03785412033283203	0.33	0.4
ukb_neale1	(0.316,0.337]	(0.408,0.427]	2629	3.7137512920045645e-4	0.0825257856440462	beta~UKB	0.0825257856440462	0.33	0.42
ukb_neale1	(0.316,0.337]	(0.427,0.444]	2272	5.106039316153169e-4	0.11194416835416035	beta~UKB	0.11194416835416035	0.33	0.44
ukb_neale1	(0.316,0.337]	(0.444,0.464]	1421	-1.4214775463757917e-4	-0.025979153457091914	beta~UKB	-0.025979153457091914	0.33	0.45
ukb_neale1	(0.316,0.337]	(0.464,0.483]	830	5.44941856253012e-4	0.11919960825554497	beta~UKB	0.11919960825554497	0.33	0.47
ukb_neale1	(0.316,0.337]	(0.483,0.5]	610	-3.858916456557376e-5	-0.0040977166938829575	beta~UKB	-0.0040977166938829575	0.33	0.49
ukb_neale1	(0.337,0.352]	(0.0765,0.0899]	1	-0.00850864	-1.7937791096894502	beta~UKB	NA	0.34	0.08
ukb_neale1	(0.337,0.352]	(0.0899,0.101]	1	0.00119757	0.2570968261238146	beta~UKB	NA	0.34	0.1
ukb_neale1	(0.337,0.352]	(0.112,0.129]	4	-0.001504281	-0.3137914194481445	beta~UKB	NA	0.34	0.12
ukb_neale1	(0.337,0.352]	(0.129,0.143]	10	-0.009805030400000001	-2.0677002256326795	beta~UKB	NA	0.34	0.14
ukb_neale1	(0.337,0.352]	(0.143,0.157]	37	0.0015274525135135135	0.3267994297776053	beta~UKB	NA	0.34	0.15
ukb_neale1	(0.337,0.352]	(0.157,0.169]	121	0.003313397217355372	0.7041610380471992	beta~UKB	NA	0.34	0.16
ukb_neale1	(0.337,0.352]	(0.169,0.185]	248	-6.455177896774193e-4	-0.13233884397199816	beta~UKB	NA	0.34	0.18
ukb_neale1	(0.337,0.352]	(0.185,0.202]	377	-7.367069492281167e-4	-0.15160667898994662	beta~UKB	-0.15160667898994662	0.34	0.19
ukb_neale1	(0.337,0.352]	(0.202,0.219]	719	4.199362376008345e-4	0.09278651651992409	beta~UKB	0.09278651651992409	0.34	0.21
ukb_neale1	(0.337,0.352]	(0.219,0.23]	1270	4.0576120472440944e-4	0.08979139959832215	beta~UKB	0.08979139959832215	0.34	0.22
ukb_neale1	(0.337,0.352]	(0.23,0.25]	2613	2.3641768871986222e-4	0.05400992136328145	beta~UKB	0.05400992136328145	0.34	0.24
ukb_neale1	(0.337,0.352]	(0.25,0.265]	2882	2.816538499524636e-4	0.06356810674156103	beta~UKB	0.06356810674156103	0.34	0.26
ukb_neale1	(0.337,0.352]	(0.265,0.281]	4321	-4.777974281078454e-4	-0.09690033053689433	beta~UKB	-0.09690033053689433	0.34	0.27
ukb_neale1	(0.337,0.352]	(0.281,0.298]	4746	-4.5978160580278125e-5	-0.005658976353047277	beta~UKB	-0.005658976353047277	0.34	0.29
ukb_neale1	(0.337,0.352]	(0.298,0.316]	8030	-1.9730225923723536e-4	-0.03763303754110997	beta~UKB	-0.03763303754110997	0.34	0.31
ukb_neale1	(0.337,0.352]	(0.316,0.337]	8844	5.441965193374039e-5	0.015554603169062016	beta~UKB	0.015554603169062016	0.34	0.33
ukb_neale1	(0.337,0.352]	(0.337,0.352]	7037	-1.5631230674264602e-4	-0.02897205584163281	beta~UKB	-0.02897205584163281	0.34	0.34
ukb_neale1	(0.337,0.352]	(0.352,0.371]	6221	-1.240056631332744e-4	-0.02214581594517934	beta~UKB	-0.02214581594517934	0.34	0.36
ukb_neale1	(0.337,0.352]	(0.371,0.388]	6382	-2.774759208621122e-4	-0.05457335032153563	beta~UKB	-0.05457335032153563	0.34	0.38
ukb_neale1	(0.337,0.352]	(0.388,0.408]	7006	6.922632315026835e-5	0.01868318226301074	beta~UKB	0.01868318226301074	0.34	0.4
ukb_neale1	(0.337,0.352]	(0.408,0.427]	3542	-2.32634001783738e-4	-0.04509846643240451	beta~UKB	-0.04509846643240451	0.34	0.42
ukb_neale1	(0.337,0.352]	(0.427,0.444]	3100	4.309559851687097e-4	0.09511493668656915	beta~UKB	0.09511493668656915	0.34	0.44
ukb_neale1	(0.337,0.352]	(0.444,0.464]	2475	6.658494866230303e-4	0.1447468145886117	beta~UKB	0.1447468145886117	0.34	0.45
ukb_neale1	(0.337,0.352]	(0.464,0.483]	1480	3.196435266351351e-4	0.07159514445430548	beta~UKB	0.07159514445430548	0.34	0.47
ukb_neale1	(0.337,0.352]	(0.483,0.5]	1098	2.7901386374316943e-4	0.06301029023156172	beta~UKB	0.06301029023156172	0.34	0.49
ukb_neale1	(0.352,0.371]	[0,0.0459]	2	0.001165005	0.25021599675274614	beta~UKB	NA	0.36	0.02
ukb_neale1	(0.352,0.371]	(0.101,0.112]	1	-0.00252723	-0.5299356701561184	beta~UKB	NA	0.36	0.11
ukb_neale1	(0.352,0.371]	(0.112,0.129]	1	-9.23685e-4	-0.1911142504162115	beta~UKB	NA	0.36	0.12
ukb_neale1	(0.352,0.371]	(0.129,0.143]	13	-0.002588333846153846	-0.5428466217698337	beta~UKB	NA	0.36	0.14
ukb_neale1	(0.352,0.371]	(0.143,0.157]	15	-0.002238219666666667	-0.4688691634727988	beta~UKB	NA	0.36	0.15
ukb_neale1	(0.352,0.371]	(0.157,0.169]	20	-6.902700949999999e-4	-0.14179479290142052	beta~UKB	NA	0.36	0.16
ukb_neale1	(0.352,0.371]	(0.169,0.185]	85	-2.031478694117647e-4	-0.038868187124426974	beta~UKB	NA	0.36	0.18
ukb_neale1	(0.352,0.371]	(0.185,0.202]	244	-0.0010829055301229509	-0.2247567899570406	beta~UKB	NA	0.36	0.19
ukb_neale1	(0.352,0.371]	(0.202,0.219]	414	7.255636607971014e-4	0.15736413513293995	beta~UKB	0.15736413513293995	0.36	0.21
ukb_neale1	(0.352,0.371]	(0.219,0.23]	821	4.301416011230207e-4	0.09494286121717237	beta~UKB	0.09494286121717237	0.36	0.22
ukb_neale1	(0.352,0.371]	(0.23,0.25]	2089	2.537774603015797e-4	0.05767795840226571	beta~UKB	0.05767795840226571	0.36	0.24
ukb_neale1	(0.352,0.371]	(0.25,0.265]	2572	-1.3791488860808726e-5	0.0011419140545764158	beta~UKB	0.0011419140545764158	0.36	0.26
ukb_neale1	(0.352,0.371]	(0.265,0.281]	3542	1.0737630533173349e-4	0.026744091764007705	beta~UKB	0.026744091764007705	0.36	0.27
ukb_neale1	(0.352,0.371]	(0.281,0.298]	4804	-4.23772380777373e-4	-0.08548509539349249	beta~UKB	-0.08548509539349249	0.36	0.29
ukb_neale1	(0.352,0.371]	(0.298,0.316]	8389	1.2505718457193944e-4	0.030479977321579477	beta~UKB	0.030479977321579477	0.36	0.31
ukb_neale1	(0.352,0.371]	(0.316,0.337]	10387	-2.6843403155299894e-4	-0.05266284218310182	beta~UKB	-0.05266284218310182	0.36	0.33
ukb_neale1	(0.352,0.371]	(0.337,0.352]	8034	-6.547463530058501e-5	-0.009778488586665659	beta~UKB	-0.009778488586665659	0.36	0.34
ukb_neale1	(0.352,0.371]	(0.352,0.371]	8408	4.682578835549476e-5	0.013950055969643006	beta~UKB	0.013950055969643006	0.36	0.36
ukb_neale1	(0.352,0.371]	(0.371,0.388]	9054	1.7203308255279437e-5	0.0076909670362035965	beta~UKB	0.0076909670362035965	0.36	0.38
ukb_neale1	(0.352,0.371]	(0.388,0.408]	11386	-1.2547781182417007e-5	0.0014047035624069424	beta~UKB	0.0014047035624069424	0.36	0.4
ukb_neale1	(0.352,0.371]	(0.408,0.427]	6033	-1.989663376075916e-4	-0.03798464937364511	beta~UKB	-0.03798464937364511	0.36	0.42
ukb_neale1	(0.352,0.371]	(0.427,0.444]	5507	-5.892577934283637e-6	0.002810916305541801	beta~UKB	0.002810916305541801	0.36	0.44
ukb_neale1	(0.352,0.371]	(0.444,0.464]	5090	6.698909104373281e-4	0.1456007481885612	beta~UKB	0.1456007481885612	0.36	0.45
ukb_neale1	(0.352,0.371]	(0.464,0.483]	3375	3.9304193859555556e-4	0.0871038792556888	beta~UKB	0.0871038792556888	0.36	0.47
ukb_neale1	(0.352,0.371]	(0.483,0.5]	2756	-1.5169365845428157e-5	8.507752114783449e-4	beta~UKB	8.507752114783449e-4	0.36	0.49
ukb_neale1	(0.371,0.388]	(0.0618,0.0765]	1	0.00164562	0.35176765676122446	beta~UKB	NA	0.38	0.07
ukb_neale1	(0.371,0.388]	(0.143,0.157]	1	-0.00228473	-0.47869657534622695	beta~UKB	NA	0.38	0.15
ukb_neale1	(0.371,0.388]	(0.157,0.169]	10	0.00437195506	0.927829267577188	beta~UKB	NA	0.38	0.16
ukb_neale1	(0.371,0.388]	(0.169,0.185]	43	0.0014615944418604652	0.31288393296347267	beta~UKB	NA	0.38	0.18
ukb_neale1	(0.371,0.388]	(0.185,0.202]	35	-0.0017719187142857143	-0.37034199353881814	beta~UKB	NA	0.38	0.19
ukb_neale1	(0.371,0.388]	(0.202,0.219]	200	-1.8532955499999998e-4	-0.03510326216980072	beta~UKB	NA	0.38	0.21
ukb_neale1	(0.371,0.388]	(0.219,0.23]	316	-5.188257471518987e-4	-0.10556941890550763	beta~UKB	-0.10556941890550763	0.38	0.22
ukb_neale1	(0.371,0.388]	(0.23,0.25]	863	-2.666103819235226e-4	-0.0522775137036595	beta~UKB	-0.0522775137036595	0.38	0.24
